Product Name,Brand Name,Category,Post Price,Pre Price,Discount,Basseta Payment,Rating,Item URL,Stats,Image URLs
"SAMSUNG Samsung, 98 Inch, 4K HDR 10+, Smart Tv",SAMSUNG,Electronics,SAR 19999,41899 Save SAR 21900,52.26% OFF,SAR 856/month    For 36 months,4.7 (14),https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-98-inch-4k-hdr-10-smart-tv/p/100347011?algoliaQueryId=b1e08d6e732635a6330c9b7187f97873,Resolution (MP): 3840 × 2160 || Panel Type: QLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100347011_100_02/Samsung%2C-98-Inch%2C-4K-HDR-10%2B%2C-Smart-Tv?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100347011_800/Samsung%2C-98-Inch%2C-4K-HDR-10%2B%2C-Smart-Tv?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100347011_800/Samsung%2C-98-Inch%2C-4K-HDR-10%2B%2C-Smart-Tv?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100347011_800/Samsung%2C-98-Inch%2C-4K-HDR-10%2B%2C-Smart-Tv?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100347011_800/Samsung%2C-98-Inch%2C-4K-HDR-10%2B%2C-Smart-Tv?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, 8K HDR, Smart Neo QLED TV",SAMSUNG,Electronics,SAR 19999,42999 Save SAR 23000,53.48% OFF,SAR 856/month    For 36 months,4.2 (7),https://www.extra.com/en-sa/electronics/television/miniled/samsung-75-inch-8k-hdr-smart-neo-qled-tv/p/100314431?algoliaQueryId=b1e08d6e732635a6330c9b7187f97873,Resolution (MP): 7680 × 4320 || Panel Type: MiniLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100314431_100_02/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100314431_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100314431_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100314431_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100314431_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, 85 Inch, Mini LED TV, 4K, Google TV",SONY,Electronics,SAR 17999,43999 Save SAR 26000,59.09% OFF,SAR 770/month    For 36 months,4.9 (8),https://www.extra.com/en-sa/electronics/television/miniled/sony-85-inch-mini-led-tv-4k-google-tv/p/100345466?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: MiniLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100345466_100_02/Sony%2C-85-Inch%2C-Mini-LED-TV%2C-4K%2C-Google-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100345466_800/Sony%2C-85-Inch%2C-Mini-LED-TV%2C-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100345466_800/Sony%2C-85-Inch%2C-Mini-LED-TV%2C-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100345466_800/Sony%2C-85-Inch%2C-Mini-LED-TV%2C-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100345466_800/Sony%2C-85-Inch%2C-Mini-LED-TV%2C-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, 8K HDR 10+, Smart  TV",SAMSUNG,Electronics,SAR 17999,52999 Save SAR 35000,66.03% OFF,SAR 715/month    For 36 months,3 (1),https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-75-inch-8k-hdr-10-smart-tv/p/100349701?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 7680 × 4320 || Panel Type: NeoQled || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100349701_100_02/Samsung%2C-75-Inch%2C-8K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100349701_800/Samsung%2C-75-Inch%2C-8K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100349701_800/Samsung%2C-75-Inch%2C-8K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100349701_800/Samsung%2C-75-Inch%2C-8K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100349701_800/Samsung%2C-75-Inch%2C-8K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"TCL TCL,98 Inch, 144Hz, Mini LED 4K TV Smart",TCL,Electronics,SAR 17999,20899 Save SAR 2900,13.87% OFF,SAR 770/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/miniled/tcl-98-inch-144hz-mini-led-4k-tv-smart/p/100353704?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: 4K ULTRA LED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100353704_100_02/TCL%2C98-Inch%2C-144Hz%2C-Mini-LED-4K-TV-Smart?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100353704_800/TCL%2C98-Inch%2C-144Hz%2C-Mini-LED-4K-TV-Smart?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100353704_800/TCL%2C98-Inch%2C-144Hz%2C-Mini-LED-4K-TV-Smart?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100353704_800/TCL%2C98-Inch%2C-144Hz%2C-Mini-LED-4K-TV-Smart?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100353704_800/TCL%2C98-Inch%2C-144Hz%2C-Mini-LED-4K-TV-Smart?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, 83"" OLED 4K HDR, Android,120Hz",SONY,Electronics,SAR 17499,34999 Save SAR 17500,50% OFF,SAR 749/month    For 36 months,4.7 (245),https://www.extra.com/en-sa/electronics/television/oledtv/sony-83-oled-4k-hdr-android-120hz/p/100283153?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100283153_100_02/Sony%2C-83%22-OLED-4K-HDR%2C-Android%2C120Hz?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100283153_800/Sony%2C-83%22-OLED-4K-HDR%2C-Android%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100283153_800/Sony%2C-83%22-OLED-4K-HDR%2C-Android%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100283153_800/Sony%2C-83%22-OLED-4K-HDR%2C-Android%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100283153_800/Sony%2C-83%22-OLED-4K-HDR%2C-Android%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"HISENSE Hisense, 98 inch, LED TV, Smart TV",HISENSE,Electronics,SAR 16999,49999 Save SAR 33000,66% OFF,SAR 728/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/led/hisense-98-inch-led-tv-smart-tv/p/100350804?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: LED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100350804_100_02/Hisense%2C-98-inch%2C-LED-TV%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100350804_800/Hisense%2C-98-inch%2C-LED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100350804_800/Hisense%2C-98-inch%2C-LED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100350804_800/Hisense%2C-98-inch%2C-LED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100350804_800/Hisense%2C-98-inch%2C-LED-TV%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, Bravia 77 Inch, Smart OLED TV, Titanium Black",SONY,Electronics,SAR 15999,29999 Save SAR 14000,46.66% OFF,SAR 685/month    For 36 months,4.7 (41),https://www.extra.com/en-sa/electronics/television/oledtv/sony-bravia-77-inch-smart-oled-tv-titanium-black/p/100349790?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4x With 1x ARC Support,"https:////media.extra.com/i/aurora/100349790_100_02/Sony%2C-Bravia-77-Inch%2C-Smart-OLED-TV%2C-Titanium-Black?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100349790_800/Sony%2C-Bravia-77-Inch%2C-Smart-OLED-TV%2C-Titanium-Black?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100349790_800/Sony%2C-Bravia-77-Inch%2C-Smart-OLED-TV%2C-Titanium-Black?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100349790_800/Sony%2C-Bravia-77-Inch%2C-Smart-OLED-TV%2C-Titanium-Black?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100349790_800/Sony%2C-Bravia-77-Inch%2C-Smart-OLED-TV%2C-Titanium-Black?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"TCL TCL, 98"", 4K HDR, Smart QLED TV,120Hz",TCL,Electronics,SAR 15999,27599 Save SAR 11600,42.03% OFF,SAR 685/month    For 36 months,4.5 (3),https://www.extra.com/en-sa/electronics/television/qled-tv/tcl-98-4k-hdr-smart-qled-tv-120hz/p/100312460?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: QLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100312460_100_02/TCL%2C-98%22%2C-4K-HDR%2C-Smart-QLED-TV%2C120Hz?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100312460_800/TCL%2C-98%22%2C-4K-HDR%2C-Smart-QLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100312460_800/TCL%2C-98%22%2C-4K-HDR%2C-Smart-QLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100312460_800/TCL%2C-98%22%2C-4K-HDR%2C-Smart-QLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100312460_800/TCL%2C-98%22%2C-4K-HDR%2C-Smart-QLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 85 Inch, QLED, SMART TV, 4K HDR 10+",SAMSUNG,Electronics,SAR 15699,16999 Save SAR 1300,7.64% OFF,SAR 494/month    For 36 months,4.6 (30),https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-85-inch-qled-smart-tv-4k-hdr-10-/p/100330585?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: 4K || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100330585_100_02/Samsung%2C-85-Inch%2C-QLED%2C-SMART-TV%2C-4K-HDR-10%2B?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100330585_800/Samsung%2C-85-Inch%2C-QLED%2C-SMART-TV%2C-4K-HDR-10%2B?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100330585_800/Samsung%2C-85-Inch%2C-QLED%2C-SMART-TV%2C-4K-HDR-10%2B?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100330585_800/Samsung%2C-85-Inch%2C-QLED%2C-SMART-TV%2C-4K-HDR-10%2B?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100330585_800/Samsung%2C-85-Inch%2C-QLED%2C-SMART-TV%2C-4K-HDR-10%2B?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, 65 inch, OLED TV, 4K , GOOGLE TV",SONY,Electronics,SAR 14999,29999 Save SAR 15000,50% OFF,SAR 642/month    For 36 months,4.8 (42),https://www.extra.com/en-sa/electronics/television/oledtv/sony-65-inch-oled-tv-4k-google-tv/p/100350805?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100350805_100_02/Sony%2C-65-inch%2C-OLED-TV%2C-4K-%2C-GOOGLE-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100350805_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100350805_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100350805_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100350805_800/Sony%2C-65-inch%2C-OLED-TV%2C-4K-%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 77 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 14999,29999 Save SAR 15000,50% OFF,SAR 642/month    For 36 months,4.8 (18),https://www.extra.com/en-sa/electronics/television/oledtv/samsung-77-inch-4k-hdr-10-smart-tv/p/100337066?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: 4K || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100337066_100_02/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100337066_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337066_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100337066_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337066_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SKYWORTH Skyworth, 100 Inch, QLED TV,  4K, SMART, 120Hz",SKYWORTH,Electronics,SAR 14499,19999 Save SAR 5500,27.5% OFF,SAR 621/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/qled-tv/skyworth-100-inch-qled-tv-4k-smart-120hz/p/100353867?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: QLED || Number of HDMI Inputs: 3,"https:////media.extra.com/i/aurora/100353867_100_02/Skyworth%2C-100-Inch%2C-QLED-TV%2C-4K%2C-SMART%2C-120Hz?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100353867_800/Skyworth%2C-100-Inch%2C-QLED-TV%2C-4K%2C-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100353867_800/Skyworth%2C-100-Inch%2C-QLED-TV%2C-4K%2C-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100353867_800/Skyworth%2C-100-Inch%2C-QLED-TV%2C-4K%2C-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100353867_800/Skyworth%2C-100-Inch%2C-QLED-TV%2C-4K%2C-SMART%2C-120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, 8K HDR, Smart Neo QLED TV",SAMSUNG,Electronics,SAR 13999,19899 Save SAR 5900,29.64% OFF,SAR 599/month    For 36 months,4.2 (7),https://www.extra.com/en-sa/electronics/television/miniled/samsung-75-inch-8k-hdr-smart-neo-qled-tv/p/100323587?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 7680 × 4320 || Panel Type: MiniLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100323587_100_02/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100323587_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100323587_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100323587_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100323587_800/Samsung%2C-75-Inch%2C-8K-HDR%2C-Smart-Neo-QLED-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 77 Inch, OLED TV, 4K HDR, Smart TV",LG,Electronics,SAR 13499,15999 Save SAR 2500,15.62% OFF,SAR 578/month    For 36 months,4.6 (40),https://www.extra.com/en-sa/electronics/television/oledtv/lg-77-inch-oled-tv-4k-hdr-smart-tv/p/100344781?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344781_100_02/LG%2C-77-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344781_800/LG%2C-77-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344781_800/LG%2C-77-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344781_800/LG%2C-77-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344781_800/LG%2C-77-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"HAIER Haier, 98 inch, LED TV, 4K HDR, GOOGLE TV",HAIER,Electronics,SAR 12999,25999 Save SAR 13000,50% OFF,SAR 557/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/led/haier-98-inch-led-tv-4k-hdr-google-tv/p/100337647?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 1080 || Panel Type: 4K Smart LED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100337647_100_02/Haier%2C-98-inch%2C-LED-TV%2C-4K-HDR%2C-GOOGLE-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100337647_800/Haier%2C-98-inch%2C-LED-TV%2C-4K-HDR%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337647_800/Haier%2C-98-inch%2C-LED-TV%2C-4K-HDR%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100337647_800/Haier%2C-98-inch%2C-LED-TV%2C-4K-HDR%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337647_800/Haier%2C-98-inch%2C-LED-TV%2C-4K-HDR%2C-GOOGLE-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 85 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 11999,29999 Save SAR 18000,60% OFF,SAR 514/month    For 36 months,4.6 (37),https://www.extra.com/en-sa/electronics/television/miniled/samsung-85-inch-4k-hdr-10-smart-tv/p/100336488?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: MiniLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100336488_100_02/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100336488_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336488_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100336488_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336488_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY SONY, 85 Inch, LED 4K, Google TV",SONY,Electronics,SAR 11999,25999 Save SAR 14000,53.84% OFF,SAR 514/month    For 36 months,4.5 (71),https://www.extra.com/en-sa/electronics/television/led/sony-85-inch-led-4k-google-tv/p/100346461?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: LED TV || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100346461_100_02/SONY%2C-85-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100346461_800/SONY%2C-85-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346461_800/SONY%2C-85-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100346461_800/SONY%2C-85-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346461_800/SONY%2C-85-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 11999,21999 Save SAR 10000,45.45% OFF,SAR 471/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/miniled/samsung-75-inch-4k-hdr-10-smart-tv/p/100344523?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: NeoQled || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344523_100_02/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344523_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344523_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344523_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344523_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 77 Inch, 4K HDR 10+, Smart  TV",SAMSUNG,Electronics,SAR 11999,25999 Save SAR 14000,53.84% OFF,SAR 514/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/oledtv/samsung-77-inch-4k-hdr-10-smart-tv/p/100337774?algoliaQueryId=732174e449e761987164a179ef719f3e,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100337774_100_02/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100337774_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337774_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100337774_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337774_800/Samsung%2C-77-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
