Product Name,Brand Name,Category,Post Price,Pre Price,Discount,Basseta Payment,Rating,Item URL,Stats,Image URLs
"SAMSUNG Samsung, 85 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 7499,16999 Save SAR 9500,55.88% OFF,SAR 321/month    For 36 months,5 (14),https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-85-inch-4k-hdr-10-smart-tv/p/100336483?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: 4K Smart LED || Number of HDMI Inputs: 3,"https:////media.extra.com/i/aurora/100336483_100_02/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100336483_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336483_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100336483_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100336483_800/Samsung%2C-85-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 65 Inch, 4K Smart, OLED TV,120Hz",LG,Electronics,SAR 7499,11999 Save SAR 4500,37.5% OFF,SAR 321/month    For 36 months,4.8 (48),https://www.extra.com/en-sa/electronics/television/oledtv/lg-65-inch-4k-smart-oled-tv-120hz/p/100313979?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100313979_100_02/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100313979_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100313979_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100313979_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100313979_800/LG%2C-65-Inch%2C-4K-Smart%2C-OLED-TV%2C120Hz?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 86 Inch, NanoCell TV, 4K HDR, Smart TV",LG,Electronics,SAR 7399,22999 Save SAR 15600,67.82% OFF,SAR 317/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/nanocell/lg-86-inch-nanocell-tv-4k-hdr-smart-tv/p/100344785?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: Nano Cell || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344785_100_02/LG%2C-86-Inch%2C-NanoCell-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344785_800/LG%2C-86-Inch%2C-NanoCell-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344785_800/LG%2C-86-Inch%2C-NanoCell-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344785_800/LG%2C-86-Inch%2C-NanoCell-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344785_800/LG%2C-86-Inch%2C-NanoCell-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 65 Inch, OLED TV, 4K HDR, Smart TV",LG,Electronics,SAR 7399,21999 Save SAR 14600,66.36% OFF,SAR 317/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/oledtv/lg-65-inch-oled-tv-4k-hdr-smart-tv/p/100344782?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344782_100_02/LG%2C-65-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344782_800/LG%2C-65-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344782_800/LG%2C-65-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344782_800/LG%2C-65-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344782_800/LG%2C-65-Inch%2C-OLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 75 Inch, QNED TV, 4K HDR, Smart TV",LG,Electronics,SAR 7299,20999 Save SAR 13700,65.24% OFF,SAR 313/month    For 36 months,4.6 (20),https://www.extra.com/en-sa/electronics/television/qned/lg-75-inch-qned-tv-4k-hdr-smart-tv/p/100344774?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: QNED TV || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344774_100_02/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344774_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344774_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344774_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344774_800/LG%2C-75-Inch%2C-QNED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY Sony, 55 inch, OLED TV, 4K HDR",SONY,Electronics,SAR 6999,13499 Save SAR 6500,48.15% OFF,SAR 300/month    For 36 months,4.6 (70),https://www.extra.com/en-sa/electronics/television/oledtv/sony-55-inch-oled-tv-4k-hdr/p/100344503?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100344503_100_02/Sony%2C-55-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344503_800/Sony%2C-55-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344503_800/Sony%2C-55-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344503_800/Sony%2C-55-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344503_800/Sony%2C-55-inch%2C-OLED-TV%2C-4K-HDR?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SONY SONY, 75 Inch, LED 4K, Google TV",SONY,Electronics,SAR 6999,16999 Save SAR 10000,58.82% OFF,SAR 300/month    For 36 months,4.5 (67),https://www.extra.com/en-sa/electronics/television/led/sony-75-inch-led-4k-google-tv/p/100346462?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: LED TV || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100346462_100_02/SONY%2C-75-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100346462_800/SONY%2C-75-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346462_800/SONY%2C-75-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100346462_800/SONY%2C-75-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346462_800/SONY%2C-75-Inch%2C-LED-4K%2C-Google-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 65 Inch, QNED 8K, Smart TV",LG,Electronics,SAR 6999,15999 Save SAR 9000,56.25% OFF,SAR 300/month    For 36 months,,https://www.extra.com/en-sa/electronics/television/miniled/lg-65-inch-qned-8k-smart-tv/p/100346821?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 7680 × 4320 || Panel Type: QNED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100346821_100_02/LG%2C-65-Inch%2C-QNED-8K%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100346821_800/LG%2C-65-Inch%2C-QNED-8K%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346821_800/LG%2C-65-Inch%2C-QNED-8K%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100346821_800/LG%2C-65-Inch%2C-QNED-8K%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346821_800/LG%2C-65-Inch%2C-QNED-8K%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"LG LG, 86 Inch, LED TV, 4K HDR, Smart TV",LG,Electronics,SAR 6799,13999 Save SAR 7200,51.43% OFF,SAR 291/month    For 36 months,4.8 (32),https://www.extra.com/en-sa/electronics/television/led/lg-86-inch-led-tv-4k-hdr-smart-tv/p/100344541?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: Direct LED || Number of HDMI Inputs: 3,"https:////media.extra.com/i/aurora/100344541_100_02/LG%2C-86-Inch%2C-LED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344541_800/LG%2C-86-Inch%2C-LED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344541_800/LG%2C-86-Inch%2C-LED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344541_800/LG%2C-86-Inch%2C-LED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344541_800/LG%2C-86-Inch%2C-LED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 85 Inch, 4K UHD 10+, Smart TV",SAMSUNG,Electronics,SAR 6799,15999 Save SAR 9200,57.5% OFF,SAR 291/month    For 36 months,4.6 (51),https://www.extra.com/en-sa/electronics/television/led/samsung-85-inch-4k-uhd-10-smart-tv/p/100344530?algoliaQueryId=6a2a7314f173efb347163c62bbe99408,Resolution (MP): 3840 × 2160 || Panel Type: 4K || Number of HDMI Inputs: 3,"https:////media.extra.com/i/aurora/100344530_100_02/Samsung%2C-85-Inch%2C-4K-UHD-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100344530_800/Samsung%2C-85-Inch%2C-4K-UHD-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344530_800/Samsung%2C-85-Inch%2C-4K-UHD-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100344530_800/Samsung%2C-85-Inch%2C-4K-UHD-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100344530_800/Samsung%2C-85-Inch%2C-4K-UHD-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, QLED TV, 4K HDR, Smart TV",SAMSUNG,Electronics,SAR 6799,13499 Save SAR 6700,49.63% OFF,SAR 291/month    For 36 months,4.4 (34),https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-75-inch-qled-tv-4k-hdr-smart-tv/p/100346989?algoliaQueryId=b7ff307d053de7d05f6c5eb502185d33,Resolution (MP): 3840 × 2160 || Panel Type: QLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100346989_100_02/Samsung%2C-75-Inch%2C-QLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100346989_800/Samsung%2C-75-Inch%2C-QLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346989_800/Samsung%2C-75-Inch%2C-QLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100346989_800/Samsung%2C-75-Inch%2C-QLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100346989_800/Samsung%2C-75-Inch%2C-QLED-TV%2C-4K-HDR%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 65 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 6699,13999 Save SAR 7300,52.14% OFF,SAR 287/month    For 36 months,4.8 (171),https://www.extra.com/en-sa/electronics/television/oledtv/samsung-65-inch-4k-hdr-10-smart-tv/p/100337065?algoliaQueryId=b7ff307d053de7d05f6c5eb502185d33,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100337065_100_02/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100337065_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337065_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100337065_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337065_800/Samsung%2C-65-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 75 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 6699,11999 Save SAR 5300,44.17% OFF,SAR 287/month    For 36 months,4.7 (176),https://www.extra.com/en-sa/electronics/television/qled-tv/samsung-75-inch-4k-hdr-10-smart-tv/p/100337056?algoliaQueryId=b7ff307d053de7d05f6c5eb502185d33,Resolution (MP): 3840 × 2160 || Panel Type: 4K || Number of HDMI Inputs: 3,"https:////media.extra.com/i/aurora/100337056_100_02/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100337056_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337056_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100337056_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337056_800/Samsung%2C-75-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
"SAMSUNG Samsung, 55 Inch, 4K HDR 10+, Smart TV",SAMSUNG,Electronics,SAR 6499,10999 Save SAR 4500,40.91% OFF,SAR 279/month    For 36 months,4.7 (73),https://www.extra.com/en-sa/electronics/television/oledtv/samsung-55-inch-4k-hdr-10-smart-tv/p/100337062?algoliaQueryId=b7ff307d053de7d05f6c5eb502185d33,Resolution (MP): 3840 × 2160 || Panel Type: OLED || Number of HDMI Inputs: 4,"https:////media.extra.com/i/aurora/100337062_100_02/Samsung%2C-55-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&img404=edd || https:////media.extra.com/s/aurora/100337062_800/Samsung%2C-55-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337062_800/Samsung%2C-55-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=webp&$Listing-Product-2x$ || https:////media.extra.com/s/aurora/100337062_800/Samsung%2C-55-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-1x$ || https:////media.extra.com/s/aurora/100337062_800/Samsung%2C-55-Inch%2C-4K-HDR-10%2B%2C-Smart-TV?locale=en-GB,en-*,*&fmt=jpeg&$Listing-Product-2x$"
